"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1"	"QC2"	"R1_pre"	"R2_pre"	"R3_pre"	"Y1_pre"	"Y2_pre"	"Y3_pre"	"QC3"	"R1_post"	"R2_post"	"R3_post"	"Y1_post"	"Y2_post"	"Y3_post"	"QC4"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.23218"	""	""	""	"11.143"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"426432"	"133836"	"259694"	"313403"	"170311"	"298568"	"115380"	"188228"	"315466"	"172701"	"213868"	"223112"	"220015"	"238776"	"252731"	"256236"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.23218"	""	""	""	"6.174"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"19822"	"45407"	"44850"	"32218"	"22903"	"25520"	"43450"	"44882"	"32020"	"79217"	"21346"	"49172"	"40450"	"31062"	"21414"	"33064"
""	"C22H28N2O3"	"COC1=CC=CC(C(O)=NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C"	"QCAWEPFNJXQPAN-UHFFFAOYSA-N"	"Methoxyfenozide"	"369.23218"	""	""	""	"5.965"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"39430"	"103967"	"68079"	"72167"	"72143"	"73453"	"82667"	"69496"	"65516"	"66575"	"75934"	"82607"	"77593"	"68954"	"74782"	"71359"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.23218"	""	""	""	"11.015"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"45531"	"26989"	"28995"	"27189"	"30167"	"42330"	"30452"	"30988"	"46536"	"27106"	"43031"	"53356"	"23039"	"36408"	"20953"	"36244"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.23608"	""	""	""	"10.496"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"62474"	"24803"	"38987"	"41486"	"31050"	"48179"	"69436"	"63902"	"47726"	"15709"	"22711"	"29209"	"37824"	"48826"	"44438"	"41344"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.23608"	""	""	""	"5.72"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4478"	"49830"	"29102"	"18914"	"20430"	"21340"	"23188"	"13437"	"23482"	"8672"	"25338"	"20172"	"27011"	"18983"	"15340"	"20716"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.24002"	""	""	""	"2.9"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"114"	"9264"	"870"	"1320"	"1058"	"1792"	"1106"	"1306"	"3634"	"1144"	"1294"	"1412"	"1099"	"1527"	"443"	"3275"
""	"C19H32N2O5"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC"	"IPVQLZZIHOAWMC-QXKUPLGCSA-N"	"Perindopril"	"369.24002"	""	""	""	"6.941"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"262689"	"85017"	"69526"	"54786"	"64487"	"82785"	"79573"	"59801"	"66875"	"72572"	"78182"	"69925"	"63243"	"49959"	"63084"	"67226"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34225"	""	""	""	"8.413"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12510"	"135133"	"174125"	"64929"	"60303"	"65328"	"35311"	"25847"	"34358"	"50808"	"23012"	"29584"	"44300"	"35245"	"22635"	"39544"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"9.618"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12073"	"88273"	"104603"	"77589"	"78761"	"31275"	"64347"	"24353"	"15766"	"38492"	"63517"	"29540"	"44367"	"17308"	"37937"	"38598"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"10.245"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"43168"	"38157"	"22679"	"29734"	"37396"	"32027"	"20120"	"59476"	"33298"	"32695"	"41860"	"94277"	"49901"	"34462"	"43530"	"26012"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"7.936"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"9632"	"100570"	"72417"	"25767"	"51738"	"63437"	"26964"	"23613"	"91550"	"88384"	"47576"	"18721"	"41116"	"156179"	"133680"	"146949"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"10.435"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"11813"	"46008"	"22936"	"16321"	"22590"	"22533"	"60146"	"23982"	"23978"	"38334"	"43014"	"25542"	"32444"	"26157"	"51780"	"22241"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"9.375"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"49733"	"55054"	"20331"	"41372"	"29675"	"16157"	"16054"	"54738"	"64971"	"36202"	"81480"	"50692"	"41055"	"182837"	"59979"	"49478"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"10.986"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"10290"	"25010"	"43687"	"43325"	"30326"	"29111"	"46472"	"25723"	"34033"	"60067"	"43308"	"58058"	"25304"	"34430"	"37025"	"37864"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.34619"	""	""	""	"9.755"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"17277"	"58167"	"22153"	"55344"	"58180"	"43764"	"39370"	"32313"	"65486"	"60008"	"33911"	"59259"	"55120"	"38871"	"41017"	"44460"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"11.057"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"46344"	"82353"	"36935"	"43429"	"22085"	"49790"	"107903"	"46443"	"26613"	"40036"	"60753"	"45340"	"109661"	"34860"	"31911"	"23271"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"8.309"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"81897"	"67936"	"38153"	"64865"	"83196"	"121060"	"66721"	"62058"	"145015"	"30397"	"64973"	"19080"	"91474"	"25623"	"23487"	"29976"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"7.986"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"8696"	"178932"	"228426"	"189969"	"155403"	"228871"	"192095"	"197463"	"176892"	"199533"	"138902"	"132232"	"181977"	"146772"	"131086"	"142125"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"11.244"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"36511"	"68215"	"59872"	"56011"	"49067"	"39822"	"52845"	"60126"	"37089"	"46035"	"69065"	"62095"	"58997"	"42695"	"48380"	"59069"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"8.221"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"32579"	"44274"	"62722"	"26287"	"18002"	"51054"	"37976"	"61409"	"78228"	"260684"	"231000"	"167772"	"231065"	"214512"	"33855"	"131723"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"9.17"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"13369"	"57811"	"52487"	"36249"	"57657"	"22844"	"37377"	"24375"	"38246"	"6308"	"15406"	"65566"	"77956"	"43847"	"30249"	"20787"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"8.37"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12490"	"67936"	"133969"	"186678"	"135237"	"72695"	"46179"	"68452"	"81360"	"76498"	"64973"	"46836"	"21784"	"14526"	"34490"	"24602"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"10.928"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"17600"	"60332"	"30764"	"54388"	"35353"	"33097"	"16946"	"31738"	"32058"	"28237"	"20693"	"46263"	"42051"	"40872"	"55157"	"36491"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"8.907"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"30080"	"529881"	"477593"	"418963"	"489853"	"517533"	"444719"	"479699"	"497755"	"510907"	"489221"	"492646"	"21440"	"36898"	"34971"	"32902"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"8.865"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"30080"	"40736"	"39309"	"418963"	"489853"	"517533"	"436425"	"479699"	"476262"	"490488"	"489221"	"492646"	"462632"	"465576"	"421832"	"421784"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"10.377"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"32879"	"30006"	"31616"	"48912"	"43673"	"42777"	"21983"	"35581"	"36046"	"39647"	"40785"	"85184"	"24672"	"23077"	"25676"	"26017"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"7.404"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"17362"	"67685"	"66611"	"58074"	"34209"	"114323"	"69473"	"76190"	"46360"	"93629"	"79778"	"83932"	"50081"	"89778"	"61116"	"73576"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35013"	""	""	""	"8.47"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"11434"	"91020"	"54740"	"24617"	"69211"	"37824"	"49254"	"42056"	"69156"	"31622"	"25239"	"22133"	"26134"	"41734"	"41588"	"55176"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35403"	""	""	""	"10.311"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"58006"	"52674"	"48411"	"35635"	"47553"	"26716"	"16627"	"39697"	"25080"	"20754"	"45883"	"35539"	"26255"	"58571"	"18266"	"46630"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35403"	""	""	""	"7.502"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"38130"	"114949"	"120674"	"126479"	"76099"	"114534"	"107648"	"105280"	"120763"	"97697"	"116575"	"100820"	"99280"	"57809"	"104102"	"105739"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35403"	""	""	""	"9.665"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6920"	"63475"	"26450"	"33626"	"73631"	"16772"	"36255"	"41891"	"32224"	"51984"	"47174"	"57352"	"18109"	"36388"	"18768"	"31821"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35403"	""	""	""	"9.093"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"28559"	"32484"	"22941"	"25009"	"33459"	"24064"	"22076"	"30314"	"29468"	"51833"	"77623"	"36065"	"36386"	"61402"	"44551"	"31637"
""	"C27H46O"	"CC(C)CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C"	"HVYWMOMLDIMFJA-LBHVWCRMSA-N"	"Cholesterol"	"369.35403"	""	""	""	"8.143"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7807"	"58951"	"26659"	"41550"	"48900"	"36583"	"33402"	"29652"	"34155"	"45542"	"32886"	"42000"	"60430"	"114742"	"99014"	"224017"
"CHEBI:28866"	"C24H48O2"	"CCCCCCCCCCCCCCCCCCCCCCCC(O)=O"	"QZZGJDVWLFXDLK-UHFFFAOYSA-N"	"Lignoceric acid"	"369.37762"	""	""	""	"6.059"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"225"	"60908"	"80822"	"68545"	"78597"	"91313"	"65122"	"78521"	"18499"	"31441"	"38227"	"75703"	"84149"	"90646"	"98307"	"20293"
"CHEBI:28866"	"C24H48O2"	"CCCCCCCCCCCCCCCCCCCCCCCC(O)=O"	"QZZGJDVWLFXDLK-UHFFFAOYSA-N"	"Lignoceric acid"	"369.38156"	""	""	""	"6.138"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"70242"	"18583"	"11973"	"9072"	"23892"	"4425"	"14977"	"3868"	"6814"	"7881"	"14379"	"30837"	"8791"	"9369"	"16068"	"12767"
""	"C17H27N3O4S"	"CCN1CCCC1CN=C(O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC"	"NTJOBXMMWNYJFB-UHFFFAOYNA-N"	"Amisulpride"	"370.17627"	""	""	""	"3.835"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2940"	"23911"	"12797"	"11504"	"12765"	"13902"	"9000"	"12243"	"7788"	"5917"	"3690"	"12477"	"16461"	"20617"	"24175"	"6984"
""	"C17H27N3O4S"	"CCN1CCCC1CN=C(O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC"	"NTJOBXMMWNYJFB-UHFFFAOYNA-N"	"Amisulpride"	"370.18021"	""	""	""	"3.79"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2932"	"700"	"11688"	"8665"	"10600"	"10132"	"8343"	"10498"	"380"	"6171"	"4679"	"10601"	"11017"	"12905"	"15433"	"431"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.15704"	""	""	""	"9.936"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"53243"	"116676"	"54504"	"76142"	"86120"	"71562"	"82781"	"73841"	"77241"	"64984"	"128013"	"82629"	"140784"	"74814"	"87204"	"68387"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.15704"	""	""	""	"6.773"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"60083"	"334318"	"283223"	"114515"	"298482"	"84535"	"83844"	"102012"	"59942"	"100616"	"75452"	"107267"	"111829"	"213454"	"150947"	"47592"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.15704"	""	""	""	"3.516"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7896"	"37972"	"22570"	"9847"	"15832"	"15829"	"15931"	"16570"	"16818"	"22371"	"8331"	"9899"	"11621"	"6892"	"17980"	"4502"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"6.03"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"19332"	"126810"	"119441"	"89390"	"99758"	"96781"	"65193"	"73322"	"47664"	"158534"	"95418"	"36930"	"102100"	"52662"	"118097"	"69942"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"9.787"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"33942"	"158929"	"87634"	"51094"	"59933"	"110336"	"67354"	"101282"	"107882"	"203009"	"115113"	"84137"	"91514"	"59757"	"86380"	"90250"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"6.653"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"52063"	"141454"	"221572"	"91828"	"97055"	"211630"	"128548"	"178679"	"64273"	"91302"	"140618"	"116601"	"177266"	"226235"	"166967"	"105081"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"6.606"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"53850"	"72371"	"85902"	"118068"	"92472"	"125294"	"157206"	"178679"	"67088"	"122026"	"156063"	"65923"	"155294"	"39418"	"78319"	"121157"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"6.095"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"37439"	"140772"	"107803"	"108757"	"55897"	"74937"	"154310"	"139290"	"168829"	"97903"	"105358"	"89639"	"49817"	"90381"	"113769"	"109651"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"7.95"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"48941"	"117712"	"116365"	"116452"	"88974"	"121593"	"105773"	"131906"	"101307"	"109101"	"124456"	"118679"	"81236"	"123036"	"131285"	"115138"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"7.516"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"146676"	"71472"	"68066"	"154382"	"110453"	"130310"	"76813"	"97513"	"56119"	"268322"	"56478"	"175128"	"144591"	"142631"	"159310"	"150769"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"5.575"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"40665"	"279573"	"317049"	"464185"	"422226"	"287635"	"129076"	"238592"	"292748"	"287490"	"261242"	"289239"	"366193"	"494732"	"415948"	"210950"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"5.647"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"16944"	"710403"	"203626"	"414288"	"533474"	"415804"	"118212"	"167756"	"473757"	"626893"	"407683"	"283181"	"530183"	"429180"	"112620"	"550873"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"6.86"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"61421"	"153415"	"153603"	"212180"	"166538"	"109593"	"252564"	"269968"	"174363"	"122289"	"225011"	"241774"	"88156"	"161794"	"105099"	"112114"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"7.264"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"68401"	"125339"	"59474"	"78989"	"144836"	"84200"	"117630"	"175128"	"102111"	"63700"	"155566"	"102134"	"58914"	"148509"	"107432"	"130659"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"8.396"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"53800"	"147259"	"79628"	"53731"	"65502"	"59324"	"94055"	"140124"	"78687"	"121970"	"111239"	"70850"	"141471"	"67101"	"51254"	"81982"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"4.625"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"10985"	"63447"	"33927"	"19840"	"27243"	"42410"	"23798"	"47844"	"23409"	"21787"	"20794"	"13052"	"45314"	"38517"	"37871"	"19848"
"CHEBI:9566"	"C21H26N2S2"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"	"KLBQZWRITKRQQV-UHFFFAOYNA-N"	"Thioridazine"	"371.16098"	""	""	""	"6.182"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"38531"	"125190"	"95303"	"61192"	"92656"	"222583"	"100063"	"54965"	"116441"	"195307"	"149140"	"122533"	"137656"	"187243"	"90022"	"134114"
