tx_id	ensgene	symbol
YNL243W	YNL243W	SLA2
YNL242W	YNL242W	ATG2
YNL241C	YNL241C	ZWF1
YNL240C	YNL240C	NAR1
YNL239W	YNL239W	LAP3
YNL238W	YNL238W	KEX2
YNL237W	YNL237W	YTP1
YNL236W	YNL236W	SIN4
YNL235C	YNL235C	YNL235C
YNL234W	YNL234W	YNL234W
YNL233W	YNL233W	BNI4
YNL232W	YNL232W	CSL4
YNL231C	YNL231C	PDR16
YNL230C	YNL230C	ELA1
YNL229C	YNL229C	URE2
YNL228W	YNL228W	YNL228W
YNL227C	YNL227C	JJJ1
YNL226W	YNL226W	YNL226W
YNL225C	YNL225C	CNM67
YNL224C	YNL224C	SQS1
YNL223W	YNL223W	ATG4
YNL222W	YNL222W	SSU72
snR19	snR19	snR19
YNL221C	YNL221C	POP1
YNL220W	YNL220W	ADE12
YNL219C	YNL219C	ALG9
YNL218W	YNL218W	MGS1
YNL217W	YNL217W	YNL217W
YNL216W	YNL216W	RAP1
YNL215W	YNL215W	IES2
YNL214W	YNL214W	PEX17
YNL213C	YNL213C	RRG9
YNL212W	YNL212W	VID27
YNL211C	YNL211C	YNL211C
YNL210W	YNL210W	MER1
YNL209W	YNL209W	SSB2
YNL208W	YNL208W	YNL208W
YNL207W	YNL207W	RIO2
YNL206C	YNL206C	RTT106
YNL205C	YNL205C	YNL205C
YNL204C	YNL204C	SPS18
YNL203C	YNL203C	YNL203C
YNL202W	YNL202W	SPS19
YNL201C	YNL201C	PSY2
YNL200C	YNL200C	YNL200C
YNL199C	YNL199C	GCR2
YNL198C	YNL198C	YNL198C
YNL197C	YNL197C	WHI3
YNL196C	YNL196C	SLZ1
YNL195C	YNL195C	YNL195C
YNL194C	YNL194C	YNL194C
YNL193W	YNL193W	YNL193W
YNL192W	YNL192W	CHS1
YNL191W	YNL191W	DUG3
YNL190W	YNL190W	YNL190W
YNL189W	YNL189W	SRP1
YNL188W	YNL188W	KAR1
YNL187W	YNL187W	SWT21
YNL186W	YNL186W	UBP10
YNL185C	YNL185C	MRPL19
YNL184C	YNL184C	YNL184C
YNL183C	YNL183C	NPR1
YNL182C	YNL182C	IPI3
YNL181W	YNL181W	YNL181W
YNL180C	YNL180C	RHO5
YNL179C	YNL179C	YNL179C
YNL178W	YNL178W	RPS3
YNL177C	YNL177C	MRPL22
YNL176C	YNL176C	TDA7
YNL175C	YNL175C	NOP13
YNL174W	YNL174W	YNL174W
YNL173C	YNL173C	MDG1
YNL172W	YNL172W	APC1
YNL171C	YNL171C	YNL171C
YNL170W	YNL170W	YNL170W
YNL169C	YNL169C	PSD1
YNL168C	YNL168C	FMP41
YNL167C	YNL167C	SKO1
YNL166C	YNL166C	BNI5
YNL165W	YNL165W	YNL165W
YNL164C	YNL164C	IBD2
YNL163C	YNL163C	RIA1
YNL162W-A	YNL162W-A	YNL162W-A
YNL162W	YNL162W	RPL42A
YNL161W	YNL161W	CBK1
YNL160W	YNL160W	YGP1
YNL159C	YNL159C	ASI2
YNL158W	YNL158W	PGA1
YNL157W	YNL157W	IGO1
YNL156C	YNL156C	NSG2
YNL155W	YNL155W	CUZ1
YNL154C	YNL154C	YCK2
YNL153C	YNL153C	GIM3
YNL152W	YNL152W	INN1
YNL151C	YNL151C	RPC31
YNL150W	YNL150W	YNL150W
YNL149C	YNL149C	PGA2
YNL148C	YNL148C	ALF1
YNL147W	YNL147W	LSM7
YNL146C-A	YNL146C-A	YNL146C-A
YNL146W	YNL146W	YNL146W
YNL145W	YNL145W	MFA2
YNL144C	YNL144C	YNL144C
YNL144W-A	YNL144W-A	YNL144W-A
YNL143C	YNL143C	YNL143C
YNL142W	YNL142W	MEP2
YNL141W	YNL141W	AAH1
YNL140C	YNL140C	YNL140C
YNL139C	YNL139C	THO2
YNL138W-A	YNL138W-A	YSF3
YNL138W	YNL138W	SRV2
YNL137C	YNL137C	NAM9
YNL136W	YNL136W	EAF7
YNL135C	YNL135C	FPR1
YNL134C	YNL134C	YNL134C
YNL133C	YNL133C	FYV6
tF(GAA)N	tF(GAA)N	tF(GAA)N
YNL132W	YNL132W	KRE33
YNL131W	YNL131W	TOM22
YNL130C	YNL130C	CPT1
YNL130C-A	YNL130C-A	DGR1
YNL129W	YNL129W	NRK1
YNL128W	YNL128W	TEP1
YNL127W	YNL127W	FAR11
YNL126W	YNL126W	SPC98
YNL125C	YNL125C	ESBP6
YNL124W	YNL124W	NAF1
YNL123W	YNL123W	NMA111
YNL122C	YNL122C	YNL122C
YNL121C	YNL121C	TOM70
YNL120C	YNL120C	YNL120C
YNL119W	YNL119W	NCS2
YNL118C	YNL118C	DCP2
YNL117W	YNL117W	MLS1
YNL116W	YNL116W	DMA2
YNL115C	YNL115C	YNL115C
YNL114C	YNL114C	YNL114C
YNL113W	YNL113W	RPC19
YNL112W	YNL112W	DBP2
YNL111C	YNL111C	CYB5
YNL110C	YNL110C	NOP15
YNL109W	YNL109W	YNL109W
YNL108C	YNL108C	YNL108C
YNL107W	YNL107W	YAF9
YNL106C	YNL106C	INP52
YNL105W	YNL105W	RRT16
YNL104C	YNL104C	LEU4
YNL103W-A	YNL103W-A	YNL103W-A
YNL103W	YNL103W	MET4
YNL102W	YNL102W	POL1
YNL101W	YNL101W	AVT4
YNL100W	YNL100W	MIC27
YNL099C	YNL099C	OCA1
YNL098C	YNL098C	RAS2
YNL097C-B	YNL097C-B	YNL097C-B
YNL097C	YNL097C	PHO23
YNL097W-A	YNL097W-A	YNL097W-A
tL(CAA)N	tL(CAA)N	tL(CAA)N
YNL096C	YNL096C	RPS7B
YNL095C	YNL095C	YNL095C
YNL094W	YNL094W	APP1
YNL093W	YNL093W	YPT53
YNL092W	YNL092W	YNL092W
YNL091W	YNL091W	NST1
YNL090W	YNL090W	RHO2
YNL089C	YNL089C	YNL089C
YNL088W	YNL088W	TOP2
YNL087W	YNL087W	TCB2
YNL086W	YNL086W	SNN1
YNL085W	YNL085W	MKT1
YNL084C	YNL084C	END3
YNL083W	YNL083W	SAL1
YNL082W	YNL082W	PMS1
YNL081C	YNL081C	SWS2
YNL080C	YNL080C	EOS1
YNL079C	YNL079C	TPM1
YNL078W	YNL078W	NIS1
YNL077W	YNL077W	APJ1
YNL076W	YNL076W	MKS1
YNL075W	YNL075W	IMP4
YNL074C	YNL074C	MLF3
YNL073W	YNL073W	MSK1
YNL072W	YNL072W	RNH201
YNL071W	YNL071W	LAT1
YNL070W	YNL070W	TOM7
YNL069C	YNL069C	RPL16B
YNL068C	YNL068C	FKH2
YNL067W-A	YNL067W-A	YNL067W-A
YNL067W-B	YNL067W-B	YNL067W-B
YNL067W	YNL067W	RPL9B
YNL066W	YNL066W	SUN4
YNL065W	YNL065W	AQR1
YNL064C	YNL064C	YDJ1
YNL063W	YNL063W	MTQ1
YNL062C	YNL062C	GCD10
YNL061W	YNL061W	NOP2
YNL059C	YNL059C	ARP5
YNL058C	YNL058C	YNL058C
YNL057W	YNL057W	YNL057W
YNL056W	YNL056W	OCA2
YNL055C	YNL055C	POR1
tD(GUC)N	tD(GUC)N	tD(GUC)N
YNL054W-A	YNL054W-A	YNL054W-A
YNL054W-B	YNL054W-B	YNL054W-B
YNL054W	YNL054W	VAC7
YNL053W	YNL053W	MSG5
YNL052W	YNL052W	COX5A
YNL051W	YNL051W	COG5
YNL050C	YNL050C	YNL050C
YNL049C	YNL049C	SFB2
YNL048W	YNL048W	ALG11
YNL047C	YNL047C	SLM2
YNL046W	YNL046W	YNL046W
YNL045W	YNL045W	LAP2
YNL044W	YNL044W	YIP3
YNL043C	YNL043C	YNL043C
tP(UGG)N1	tP(UGG)N1	tP(UGG)N1
YNL042W-B	YNL042W-B	YNL042W-B
YNL042W	YNL042W	BOP3
YNL041C	YNL041C	COG6
YNL040W	YNL040W	YNL040W
YNL039W	YNL039W	BDP1
YNL038W	YNL038W	GPI15
YNL037C	YNL037C	IDH1
YNL036W	YNL036W	NCE103
tT(AGU)N2	tT(AGU)N2	tT(AGU)N2
tP(UGG)N2	tP(UGG)N2	tP(UGG)N2
YNL035C	YNL035C	YNL035C
tI(AAU)N1	tI(AAU)N1	tI(AAU)N1
YNL034W	YNL034W	YNL034W
YNL033W	YNL033W	YNL033W
YNL032W	YNL032W	SIW14
YNL031C	YNL031C	HHT2
YNL030W	YNL030W	HHF2
YNL029C	YNL029C	KTR5
YNL028W	YNL028W	YNL028W
YNL027W	YNL027W	CRZ1
YNL026W	YNL026W	SAM50
YNL025C	YNL025C	SSN8
NME1	NME1	NME1
snR66	snR66	snR66
YNL024C-A	YNL024C-A	KSH1
YNL024C	YNL024C	YNL024C
YNL023C	YNL023C	FAP1
YNL022C	YNL022C	RCM1
YNL021W	YNL021W	HDA1
YNL020C	YNL020C	ARK1
YNL019C	YNL019C	YNL019C
YNL018C	YNL018C	YNL018C
YNL017C	YNL017C	YNL017C
tI(AAU)N2	tI(AAU)N2	tI(AAU)N2
YNL016W	YNL016W	PUB1
YNL015W	YNL015W	PBI2
YNL014W	YNL014W	HEF3
YNL013C	YNL013C	YNL013C
YNL012W	YNL012W	SPO1
YNL011C	YNL011C	YNL011C
YNL010W	YNL010W	YNL010W
YNL009W	YNL009W	IDP3
YNL008C	YNL008C	ASI3
YNL007C	YNL007C	SIS1
YNL006W	YNL006W	LST8
YNL005C	YNL005C	MRP7
YNL004W	YNL004W	HRB1
YNL003C	YNL003C	PET8
YNL002C	YNL002C	RLP7
YNL001W	YNL001W	DOM34
YNR001C	YNR001C	CIT1
YNR001W-A	YNR001W-A	YNR001W-A
tP(AGG)N	tP(AGG)N	SUF10
tN(GUU)N2	tN(GUU)N2	tN(GUU)N2
YNR002C	YNR002C	ATO2
YNR003C	YNR003C	RPC34
YNR003W-A	YNR003W-A	YNR003W-A
YNR004W	YNR004W	SWM2
YNR005C	YNR005C	YNR005C
YNR006W	YNR006W	VPS27
YNR007C	YNR007C	ATG3
YNR008W	YNR008W	LRO1
YNR009W	YNR009W	NRM1
YNR010W	YNR010W	CSE2
YNR011C	YNR011C	PRP2
YNR012W	YNR012W	URK1
YNR013C	YNR013C	PHO91
YNR014W	YNR014W	YNR014W
YNR015W	YNR015W	SMM1
YNR016C	YNR016C	ACC1
YNR017W	YNR017W	TIM23
YNR018W	YNR018W	RCF2
YNR019W	YNR019W	ARE2
YNR020C	YNR020C	ATP23
YNR021W	YNR021W	YNR021W
YNR022C	YNR022C	MRPL50
YNR023W	YNR023W	SNF12
YNR024W	YNR024W	MPP6
YNR025C	YNR025C	YNR025C
YNR026C	YNR026C	SEC12
YNR027W	YNR027W	BUD17
YNR028W	YNR028W	CPR8
YNR029C	YNR029C	YNR029C
YNR030W	YNR030W	ALG12
YNR031C	YNR031C	SSK2
YNR032W	YNR032W	PPG1
YNR032C-A	YNR032C-A	HUB1
YNR033W	YNR033W	ABZ1
YNR034W	YNR034W	SOL1
YNR034W-A	YNR034W-A	YNR034W-A
YNR035C	YNR035C	ARC35
YNR036C	YNR036C	MRPS12
YNR037C	YNR037C	RSM19
YNR038W	YNR038W	DBP6
YNR039C	YNR039C	ZRG17
YNR040W	YNR040W	YNR040W
YNR041C	YNR041C	COQ2
YNR042W	YNR042W	YNR042W
YNR043W	YNR043W	MVD1
YNR044W	YNR044W	AGA1
YNR045W	YNR045W	PET494
YNR046W	YNR046W	TRM112
YNR047W	YNR047W	FPK1
YNR048W	YNR048W	YNR048W
YNR049C	YNR049C	MSO1
YNR050C	YNR050C	LYS9
snR49	snR49	snR49
YNR051C	YNR051C	BRE5
YNR052C	YNR052C	POP2
YNR053C	YNR053C	NOG2
snR191	snR191	snR191
YNR054C	YNR054C	ESF2
tL(UAA)N	tL(UAA)N	tL(UAA)N
YNR055C	YNR055C	HOL1
YNR056C	YNR056C	BIO5
YNR057C	YNR057C	BIO4
YNR058W	YNR058W	BIO3
YNR059W	YNR059W	MNT4
YNR060W	YNR060W	FRE4
YNR061C	YNR061C	YNR061C
YNR062C	YNR062C	YNR062C
YNR063W	YNR063W	YNR063W
YNR064C	YNR064C	YNR064C
YNR065C	YNR065C	YNR065C
YNR066C	YNR066C	YNR066C
YNR067C	YNR067C	DSE4
YNR068C	YNR068C	YNR068C
YNR069C	YNR069C	BSC5
YNR070W	YNR070W	PDR18
YNR071C	YNR071C	YNR071C
YNR072W	YNR072W	HXT17
YNR073C	YNR073C	YNR073C
YNR074C	YNR074C	AIF1
YNR075W	YNR075W	COS10
YNR075C-A	YNR075C-A	YNR075C-A
YNR076W	YNR076W	PAU6
YNR077C	YNR077C	YNR077C
YOL166W-A	YOL166W-A	YOL166W-A
YOL166C	YOL166C	YOL166C
YOL165C	YOL165C	AAD15
YOL164W-A	YOL164W-A	YOL164W-A
YOL164W	YOL164W	BDS1
YOL163W	YOL163W	YOL163W
YOL162W	YOL162W	YOL162W
YOL161C	YOL161C	PAU20
YOL160W	YOL160W	YOL160W
YOL159C-A	YOL159C-A	YOL159C-A
YOL159C	YOL159C	YOL159C
YOL158C	YOL158C	ENB1
YOL157C	YOL157C	IMA2
YOL156W	YOL156W	HXT11
YOL155W-A	YOL155W-A	YOL155W-A
YOL155C	YOL155C	HPF1
YOL154W	YOL154W	ZPS1
YOL153C	YOL153C	YOL153C
YOL152W	YOL152W	FRE7
YOL151W	YOL151W	GRE2
YOL150C	YOL150C	YOL150C
YOL149W	YOL149W	DCP1
YOL148C	YOL148C	SPT20
YOL147C	YOL147C	PEX11
YOL146W	YOL146W	PSF3
YOL145C	YOL145C	CTR9
YOL144W	YOL144W	NOP8
YOL143C	YOL143C	RIB4
YOL142W	YOL142W	RRP40
YOL141W	YOL141W	PPM2
YOL140W	YOL140W	ARG8
YOL139C	YOL139C	CDC33
YOL138C	YOL138C	RTC1
YOL137W	YOL137W	BSC6
YOL136C	YOL136C	PFK27
YOL135C	YOL135C	MED7
YOL134C	YOL134C	YOL134C
YOL133W	YOL133W	HRT1
YOL132W	YOL132W	GAS4
YOL131W	YOL131W	YOL131W
YOL130W	YOL130W	ALR1
YOL129W	YOL129W	VPS68
YOL128C	YOL128C	YGK3
YOL127W	YOL127W	RPL25
YOL126C	YOL126C	MDH2
YOL125W	YOL125W	TRM13
YOL124C	YOL124C	TRM11
YOL123W	YOL123W	HRP1
YOL122C	YOL122C	SMF1
YOL121C	YOL121C	RPS19A
YOL120C	YOL120C	RPL18A
YOL119C	YOL119C	MCH4
YOL118C	YOL118C	YOL118C
YOL117W	YOL117W	RRI2
YOL116W	YOL116W	MSN1
YOL115W	YOL115W	PAP2
YOL114C	YOL114C	YOL114C
YOL113W	YOL113W	SKM1
YOL112W	YOL112W	MSB4
YOL111C	YOL111C	MDY2
YOL110W	YOL110W	SHR5
YOL109W	YOL109W	ZEO1
tG(UCC)O	tG(UCC)O	SUF1
YOL108C	YOL108C	INO4
YOL107W	YOL107W	YOL107W
YOL106W	YOL106W	YOL106W
tT(AGU)O1	tT(AGU)O1	tT(AGU)O1
YOL105C	YOL105C	WSC3
YOL104C	YOL104C	NDJ1
YOL103W-B	YOL103W-B	YOL103W-B
YOL103W-A	YOL103W-A	YOL103W-A
YOL103W	YOL103W	ITR2
YOL102C	YOL102C	TPT1
YOL101C	YOL101C	IZH4
YOL100W	YOL100W	PKH2
YOL099C	YOL099C	YOL099C
YOL098C	YOL098C	YOL098C
snR58	snR58	snR58
YOL097W-A	YOL097W-A	YOL097W-A
YOL097C	YOL097C	WRS1
YOL096C	YOL096C	COQ3
YOL095C	YOL095C	HMI1
YOL094C	YOL094C	RFC4
YOL093W	YOL093W	TRM10
YOL092W	YOL092W	YPQ1
YOL091W	YOL091W	SPO21
YOL090W	YOL090W	MSH2
YOL089C	YOL089C	HAL9
YOL088C	YOL088C	MPD2
YOL087C	YOL087C	DUF1
YOL086W-A	YOL086W-A	MHF1
YOL086C	YOL086C	ADH1
YOL085W-A	YOL085W-A	YOL085W-A
YOL085C	YOL085C	YOL085C
YOL084W	YOL084W	PHM7
YOL083W	YOL083W	ATG34
YOL083C-A	YOL083C-A	YOL083C-A
YOL082W	YOL082W	ATG19
YOL081W	YOL081W	IRA2
YOL080C	YOL080C	REX4
YOL079W	YOL079W	YOL079W
YOL078W	YOL078W	AVO1
YOL077W-A	YOL077W-A	ATP19
YOL077C	YOL077C	BRX1
YOL076W	YOL076W	MDM20
YOL075C	YOL075C	YOL075C
YOL073C	YOL073C	DSC2
YOL072W	YOL072W	THP1
YOL071W	YOL071W	SDH5
YOL070C	YOL070C	NBA1
YOL069W	YOL069W	NUF2
YOL068C	YOL068C	HST1
YOL067C	YOL067C	RTG1
YOL066C	YOL066C	RIB2
YOL065C	YOL065C	INP54
YOL064C	YOL064C	MET22
YOL063C	YOL063C	CRT10
YOL062C	YOL062C	APM4
YOL061W	YOL061W	PRS5
YOL060C	YOL060C	MAM3
YOL059W	YOL059W	GPD2
YOL058W	YOL058W	ARG1
YOL057W	YOL057W	YOL057W
YOL056W	YOL056W	GPM3
YOL055C	YOL055C	THI20
tG(GCC)O1	tG(GCC)O1	tG(GCC)O1
tN(GUU)O1	tN(GUU)O1	tN(GUU)O1
YOL054W	YOL054W	PSH1
YOL053W	YOL053W	AIM39
YOL052C-A	YOL052C-A	DDR2
YOL052C	YOL052C	SPE2
snR81	snR81	snR81
YOL051W	YOL051W	GAL11
YOL050C	YOL050C	YOL050C
YOL049W	YOL049W	GSH2
YOL048C	YOL048C	RRT8
YOL047C	YOL047C	LDS2
YOL046C	YOL046C	YOL046C
YOL045W	YOL045W	PSK2
YOL044W	YOL044W	PEX15
YOL043C	YOL043C	NTG2
YOL042W	YOL042W	NGL1
YOL041C	YOL041C	NOP12
YOL040C	YOL040C	RPS15
YOL039W	YOL039W	RPP2A
YOL038C-A	YOL038C-A	YOL038C-A
YOL038W	YOL038W	PRE6
YOL037C	YOL037C	YOL037C
YOL036W	YOL036W	YOL036W
YOL035C	YOL035C	YOL035C
snR50	snR50	snR50
YOL034W	YOL034W	SMC5
YOL033W	YOL033W	MSE1
YOL032W	YOL032W	OPI10
YOL031C	YOL031C	SIL1
YOL030W	YOL030W	GAS5
YOL029C	YOL029C	YOL029C
YOL028C	YOL028C	YAP7
YOL027C	YOL027C	MDM38
YOL026C	YOL026C	MIM1
tS(GCU)O	tS(GCU)O	tS(GCU)O
YOL025W	YOL025W	LAG2
YOL024W	YOL024W	YOL024W
YOL023W	YOL023W	IFM1
YOL022C	YOL022C	TSR4
tG(GCC)O2	tG(GCC)O2	SUF17
YOL021C	YOL021C	DIS3
YOL020W	YOL020W	TAT2
tY(GUA)O	tY(GUA)O	SUP3
YOL019W-A	YOL019W-A	YOL019W-A
YOL019W	YOL019W	YOL019W
YOL018C	YOL018C	TLG2
YOL017W	YOL017W	ESC8
YOL016C	YOL016C	CMK2
YOL015W	YOL015W	IRC10
YOL014W	YOL014W	YOL014W
YOL013W-B	YOL013W-B	YOL013W-B
YOL013W-A	YOL013W-A	YOL013W-A
tP(UGG)O1	tP(UGG)O1	tP(UGG)O1
YOL013C	YOL013C	HRD1
YOL012C	YOL012C	HTZ1
YOL011W	YOL011W	PLB3
YOL010W	YOL010W	RCL1
YOL009C	YOL009C	MDM12
YOL008W	YOL008W	COQ10
YOL007C	YOL007C	CSI2
YOL006C	YOL006C	TOP1
YOL005C	YOL005C	RPB11
YOL004W	YOL004W	SIN3
YOL003C	YOL003C	PFA4
YOL002C	YOL002C	IZH2
YOL001W	YOL001W	PHO80
YOR001W	YOR001W	RRP6
YOR002W	YOR002W	ALG6
YOR003W	YOR003W	YSP3
YOR004W	YOR004W	UTP23
YOR005C	YOR005C	DNL4
YOR006C	YOR006C	TSR3
YOR007C	YOR007C	SGT2
tR(ACG)O	tR(ACG)O	tR(ACG)O
YOR008C	YOR008C	SLG1
YOR008C-A	YOR008C-A	YOR008C-A
YOR008W-B	YOR008W-B	YOR008W-B
YOR009W	YOR009W	TIR4
YOR010C	YOR010C	TIR2
YOR011W	YOR011W	AUS1
tT(AGU)O2	tT(AGU)O2	tT(AGU)O2
YOR011W-A	YOR011W-A	YOR011W-A
YOR012W	YOR012W	YOR012W
YOR013W	YOR013W	IRC11
YOR014W	YOR014W	RTS1
YOR015W	YOR015W	YOR015W
YOR016C	YOR016C	ERP4
YOR017W	YOR017W	PET127
YOR018W	YOR018W	ROD1
YOR019W	YOR019W	YOR019W
YOR020C	YOR020C	HSP10
YOR020W-A	YOR020W-A	YOR020W-A
YOR021C	YOR021C	SFM1
YOR022C	YOR022C	YOR022C
YOR023C	YOR023C	AHC1
YOR024W	YOR024W	YOR024W
YOR025W	YOR025W	HST3
YOR026W	YOR026W	BUB3
YOR027W	YOR027W	STI1
YOR028C	YOR028C	CIN5
YOR029W	YOR029W	YOR029W
YOR030W	YOR030W	DFG16
YOR031W	YOR031W	CRS5
YOR032C	YOR032C	HMS1
YOR032W-A	YOR032W-A	YOR032W-A
YOR033C	YOR033C	EXO1
YOR034C	YOR034C	AKR2
YOR034C-A	YOR034C-A	YOR034C-A
YOR035C	YOR035C	SHE4
YOR036W	YOR036W	PEP12
YOR037W	YOR037W	CYC2
YOR038C	YOR038C	HIR2
YOR039W	YOR039W	CKB2
YOR040W	YOR040W	GLO4
snR9	snR9	snR9
YOR041C	YOR041C	YOR041C
YOR042W	YOR042W	CUE5
snR62	snR62	snR62
YOR043W	YOR043W	WHI2
YOR044W	YOR044W	IRC23
YOR045W	YOR045W	TOM6
YOR046C	YOR046C	DBP5
YOR047C	YOR047C	STD1
YOR048C	YOR048C	RAT1
YOR049C	YOR049C	RSB1
YOR050C	YOR050C	YOR050C
YOR051C	YOR051C	ETT1
YOR052C	YOR052C	TMC1
YOR053W	YOR053W	YOR053W
YOR054C	YOR054C	VHS3
YOR055W	YOR055W	YOR055W
YOR056C	YOR056C	NOB1
YOR057W	YOR057W	SGT1
YOR058C	YOR058C	ASE1
tK(UUU)O	tK(UUU)O	tK(UUU)O
YOR059C	YOR059C	LPL1
YOR060C	YOR060C	SLD7
YOR061W	YOR061W	CKA2
YOR062C	YOR062C	YOR062C
YOR063W	YOR063W	RPL3
YOR064C	YOR064C	YNG1
YOR065W	YOR065W	CYT1
YOR066W	YOR066W	MSA1
YOR067C	YOR067C	ALG8
YOR069W	YOR069W	VPS5
YOR068C	YOR068C	VAM10
YOR070C	YOR070C	GYP1
YOR071C	YOR071C	NRT1
YOR072W	YOR072W	YOR072W
YOR072W-A	YOR072W-A	YOR072W-A
tP(UGG)O2	tP(UGG)O2	SUF11
YOR072W-B	YOR072W-B	YOR072W-B
YOR073W	YOR073W	SGO1
YOR074C	YOR074C	CDC21
YOR073W-A	YOR073W-A	YOR073W-A
YOR075W	YOR075W	UFE1
YOR076C	YOR076C	SKI7
YOR077W	YOR077W	RTS2
YOR078W	YOR078W	BUD21
YOR079C	YOR079C	ATX2
YOR080W	YOR080W	DIA2
YOR081C	YOR081C	TGL5
YOR082C	YOR082C	YOR082C
YOR083W	YOR083W	WHI5
YOR084W	YOR084W	LPX1
YOR085W	YOR085W	OST3
YOR086C	YOR086C	TCB1
tN(GUU)O2	tN(GUU)O2	tN(GUU)O2
YOR087W	YOR087W	YVC1
YOR089C	YOR089C	VPS21
YOR090C	YOR090C	PTC5
YOR091W	YOR091W	TMA46
YOR092W	YOR092W	ECM3
YOR093C	YOR093C	YOR093C
YOR094W	YOR094W	ARF3
YOR095C	YOR095C	RKI1
YOR096W	YOR096W	RPS7A
YOR097C	YOR097C	YOR097C
YOR098C	YOR098C	NUP1
YOR099W	YOR099W	KTR1
YOR100C	YOR100C	CRC1
YOR101W	YOR101W	RAS1
YOR102W	YOR102W	YOR102W
YOR103C	YOR103C	OST2
YOR104W	YOR104W	PIN2
YOR105W	YOR105W	YOR105W
YOR106W	YOR106W	VAM3
YOR107W	YOR107W	RGS2
YOR108W	YOR108W	LEU9
YOR108C-A	YOR108C-A	YOR108C-A
YOR109W	YOR109W	INP53
YOR110W	YOR110W	TFC7
YOR111W	YOR111W	YOR111W
YOR112W	YOR112W	CEX1
YOR113W	YOR113W	AZF1
YOR114W	YOR114W	YOR114W
YOR115C	YOR115C	TRS33
YOR116C	YOR116C	RPO31
YOR117W	YOR117W	RPT5
YOR118W	YOR118W	RTC5
YOR119C	YOR119C	RIO1
YOR120W	YOR120W	GCY1
YOR121C	YOR121C	YOR121C
YOR122C	YOR122C	PFY1
YOR123C	YOR123C	LEO1
YOR124C	YOR124C	UBP2
YOR125C	YOR125C	CAT5
YOR126C	YOR126C	IAH1
YOR127W	YOR127W	RGA1
YOR128C	YOR128C	ADE2
YOR129C	YOR129C	AFI1
YOR130C	YOR130C	ORT1
tD(GUC)O	tD(GUC)O	tD(GUC)O
YOR131C	YOR131C	YOR131C
YOR132W	YOR132W	VPS17
YOR133W	YOR133W	EFT1
YOR134W	YOR134W	BAG7
YOR135C	YOR135C	IRC14
YOR136W	YOR136W	IDH2
YOR137C	YOR137C	SIA1
YOR138C	YOR138C	RUP1
YOR139C	YOR139C	YOR139C
YOR140W	YOR140W	SFL1
YOR141C	YOR141C	ARP8
YOR142W	YOR142W	LSC1
tG(CCC)O	tG(CCC)O	SUF5
YOR142W-B	YOR142W-B	YOR142W-B
YOR142W-A	YOR142W-A	YOR142W-A
YOR143C	YOR143C	THI80
YOR144C	YOR144C	ELG1
YOR145C	YOR145C	PNO1
YOR146W	YOR146W	YOR146W
YOR147W	YOR147W	MDM32
YOR148C	YOR148C	SPP2
YOR149C	YOR149C	SMP3
YOR150W	YOR150W	MRPL23
YOR151C	YOR151C	RPB2
YOR152C	YOR152C	YOR152C
YOR153W	YOR153W	PDR5
YOR154W	YOR154W	SLP1
YOR155C	YOR155C	ISN1
YOR156C	YOR156C	NFI1
YOR157C	YOR157C	PUP1
YOR158W	YOR158W	PET123
YOR159C	YOR159C	SME1
YOR160W	YOR160W	MTR10
YOR161C	YOR161C	PNS1
YOR161W-A	YOR161W-A	YOR161W-A
YOR161W-B	YOR161W-B	YOR161W-B
YOR161C-C	YOR161C-C	YOR161C-C
YOR162C	YOR162C	YRR1
YOR163W	YOR163W	DDP1
YOR164C	YOR164C	GET4
YOR165W	YOR165W	SEY1
YOR166C	YOR166C	SWT1
YOR167C	YOR167C	RPS28A
YOR168W	YOR168W	GLN4
YOR169C	YOR169C	YOR169C
YOR170W	YOR170W	YOR170W
YOR171C	YOR171C	LCB4
YOR172W	YOR172W	YRM1
YOR173W	YOR173W	DCS2
YOR174W	YOR174W	MED4
YOR175C	YOR175C	ALE1
YOR176W	YOR176W	HEM15
tV(AAC)O	tV(AAC)O	tV(AAC)O
YOR177C	YOR177C	MPC54
YOR178C	YOR178C	GAC1
YOR179C	YOR179C	SYC1
YOR180C	YOR180C	DCI1
YOR181W	YOR181W	LAS17
YOR182C	YOR182C	RPS30B
YOR183W	YOR183W	FYV12
YOR184W	YOR184W	SER1
snR36	snR36	snR36
YOR185C	YOR185C	GSP2
YOR186W	YOR186W	YOR186W
YOR186C-A	YOR186C-A	YOR186C-A
YOR187W	YOR187W	TUF1
YOR188W	YOR188W	MSB1
YOR189W	YOR189W	IES4
YOR190W	YOR190W	SPR1
YOR191W	YOR191W	ULS1
YOR192C	YOR192C	THI72
YOR192C-C	YOR192C-C	YOR192C-C
YOR192C-B	YOR192C-B	YOR192C-B
YOR192C-A	YOR192C-A	YOR192C-A
tM(CAU)O1	tM(CAU)O1	IMT1
YOR193W	YOR193W	PEX27
YOR194C	YOR194C	TOA1
YOR195W	YOR195W	SLK19
YOR196C	YOR196C	LIP5
YOR197W	YOR197W	MCA1
YOR198C	YOR198C	BFR1
YOR199W	YOR199W	YOR199W
YOR200W	YOR200W	YOR200W
YOR201C	YOR201C	MRM1
YOR202W	YOR202W	HIS3
YOR203W	YOR203W	YOR203W
YOR204W	YOR204W	DED1
YOR205C	YOR205C	GEP3
